Date,Open,High,Low,Close,Adj Close,Volume,PriceChange,VolumeChange
3/13/80,106.870003,107.550003,105.099998,105.620003,105.620003,33070000,-1.169645331,-12.95077652
3/14/80,105.620003,106.489998,104.010002,105.43,105.43,35180000,-0.179893008,6.380405201
3/17/80,105.230003,105.230003,101.82,102.260002,102.260002,37020000,-3.006732429,5.230244457
3/18/80,102.260002,104.709999,101.139999,104.099998,104.099998,47340000,1.799331082,27.87682334
3/19/80,104.099998,105.720001,103.349998,104.309998,104.309998,36520000,0.201729111,-22.85593578
3/20/80,104.309998,105.169998,102.519997,103.120003,103.120003,32580000,-1.140825446,-10.78860898
3/21/80,103.120003,103.730003,101.550003,102.309998,102.309998,32220000,-0.785497456,-1.104972376
3/24/80,102.18,102.18,98.879997,99.279999,99.279999,39230000,-2.961586413,21.75667287
3/25/80,99.279999,100.580002,97.889999,99.190002,99.190002,43790000,-0.090649679,11.62375733
3/26/80,99.190002,101.220001,98.099998,98.68,98.68,37370000,-0.51416674,-14.66088148
3/27/80,98.68,99.580002,94.230003,98.220001,98.220001,63680000,-0.466152209,70.40406743
3/28/80,98.220001,101.43,97.720001,100.68,100.68,46720000,2.504580508,-26.63316583
3/31/80,100.68,102.650002,100.019997,102.089996,102.089996,35840000,1.400472785,-23.28767123
4/1/80,102.089996,103.279999,100.849998,102.18,102.18,32230000,0.08816143,-10.07254464
4/2/80,102.18,103.870003,101.449997,102.68,102.68,35210000,0.48933255,9.246044058
4/3/80,102.68,103.339996,101.309998,102.150002,102.150002,27970000,-0.516164784,-20.56234024
4/7/80,102.150002,102.269997,99.730003,100.190002,100.190002,29130000,-1.918746903,4.147300679
4/8/80,100.190002,101.879997,99.230003,101.199997,101.199997,31700000,1.008079629,8.822519739
4/9/80,101.199997,103.599998,101.010002,103.110001,103.110001,33020000,1.887355787,4.164037855
4/10/80,103.110001,105,102.809998,104.080002,104.080002,33940000,0.940743857,2.786190188
4/11/80,104.080002,105.150002,103.199997,103.790001,103.790001,29960000,-0.278632777,-11.72657631
4/14/80,103.790001,103.919998,102.080002,102.839996,102.839996,23060000,-0.915314569,-23.03070761
4/15/80,102.839996,103.940002,101.849998,102.629997,102.629997,26670000,-0.204199736,15.65481353
